"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","FQ1","WB1","WB2[SQ001]","WB2[SQ002]","WB2[SQ003]","WB2[SQ004]","WB2[SQ005]","WB2[SQ006]","WB3[SQ001]","WB3[SQ002]","WB4[SQ001]","WB4[SQ002]","WB4[SQ003]","WB4[SQ004]","VD000a","VD000","VD001","VD002003","VD004003","VD005013011","VD006","VD008","VD007","VD009","VD010011","VD012013011","VD018","VD014","VD019","VD017021","VD020021","VD015","VD016","VD022","VD099[SQ001]","VD100a","VD100","VD121","VD154","VD101","VD122","VD155156","VD109156","VD159","VD123124125","VD115124125","VD130","VD131","VD102","VD111","VD110","VD114144102","VD144102","VD112","VD113125","VD116120","VD135145","VD134145","VD150a151152","VD150b126","VD126","VD141142152","VD151152","VD127","VD128","VD140142152","VD129","VD118120","VD103104","VD107108104","VD138167","VD136","VD166136","VD165147","VD143147","VD146133","VD132133","VD149106","VD148","VD105153106","VD117153106","VD199[SQ001]","VD200a","VD200","VD201","VD216205206","VD202","VD203","VD204205206","VD220221222","VD207","VD213","VD214221222","VD219222","VD215206","VD223210","VD208209210","VD224225212209210","VD226","VD227212209210","VD218225212209210","VD217","VD211","VD299[SQ001]","SP1","SP2","SP3","SP4[SQ002]","SP4[SQ006]","SP4[SQ001]","SP4[SQ003]","SP4[SQ004]","SP4[SQ005]","SP4[SQ007]","PD1","PD2","PD3[SQ001]","PD3[SQ002]","PD3[SQ003]","PD3[SQ004]","PD3[SQ005]","PD4[SQ001]","PD4[SQ002]","PD5","D3"
"126","2021-02-10 10:12:42","104","de","1947074697","2021-02-10 09:58:11","2021-02-10 10:12:42","","7","A4","A4","A5","A3","A3","A4","A3","A3","A3","A5","A3","A4","Y","A1","A1","","","","A2","A2","","A1","A2","","","A1","A2","","","","","","A5","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A2","","","","","","","","","","","","","A1","","A1","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A5","A3","A2","A3","A3","A4","A3","A3","A3","A4","A4","A1","23","","Y","","","","3","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948362  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"130","2021-02-10 10:33:45","104","de","2143831914","2021-02-10 10:01:52","2021-02-10 10:33:45","","5","A1","A5","A3","A2","A4","A2","A3","A2","A4","A4","A5","A5","Y","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A4","A4","A2","A4","A4","A4","A3","A2","24","","","","Y","","0","4","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949625  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"131","2021-02-10 10:32:57","104","de","634034051","2021-02-10 10:03:54","2021-02-10 10:32:57","","6","A5","A5","A5","A5","A5","A3","A3","A1","A5","A5","A3","A3","Y","A2","","","A1","A2","","","","","","","","A2","","","","","","","A1","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A2","A2","A3","A5","A4","A5","A3","A4","A4","A2","A2","25","","Y","Y","Y","","","6.5","A23","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949577  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"132","2021-02-10 10:29:46","104","de","35954508","2021-02-10 10:04:19","2021-02-10 10:29:46","","2","A1","A1","A2","A4","A3","A2","A2","A3","A5","A4","A4","A3","Y","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A2","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A2","A3","A2","A3","A4","A4","A4","A3","A4","A2","A3","A1","30","","Y","Y","Y","","11","2","A7","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949386  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"133","2021-02-10 10:19:28","104","de","1807874097","2021-02-10 10:04:37","2021-02-10 10:19:28","","6","A1","A3","A4","A5","A3","A2","A3","A3","A4","A4","A5","A5","N","A1","A1","","","","A2","A2","","A2","","","A1","","","","A1","","","","A2","N","A2","","","A1","A1","","","","A1","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A2","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A2","A3","A3","A3","A2","A2","A3","A2","A2","21","","","","Y","","4","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948768  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"134","2021-02-10 10:34:42","104","de","2083182321","2021-02-10 10:05:07","2021-02-10 10:34:42","","3","A3","A3","A4","A3","A4","A2","A4","A4","A2","A2","A2","A4","N","A1","A2","A2","","","","","","A1","A1","","","","","","A2","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A6","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A7","A3","A3","A1","A4","A4","A2","A4","A4","A4","A4","A2","26","","Y","Y","Y","","","2.5","A15","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949682  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"135","2021-02-10 11:05:31","104","de","1310531698","2021-02-10 10:05:13","2021-02-10 11:05:31","","4","A2","A4","A3","A3","A4","A4","A3","A2","A2","A2","A3","A2","Y","A1","A2","A2","","","","","","A1","A1","","","","","","A1","","","","A5","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A4","A4","A4","A3","A3","A3","A2","24","","","Y","Y","","1","6","A1","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612951531  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"136","2021-02-10 12:19:23","104","de","929676190","2021-02-10 10:05:59","2021-02-10 12:19:23","","5","A1","A5","A2","A2","A3","A5","A3","A2","A4","A4","A4","A4","N","A1","A2","A2","","","","","","A2","","","A1","","","","A2","","","","A2","N","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","N","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A3","A2","A2","A4","A3","A3","A2","26","","","","Y","Y","0","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612955963  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"137","2021-02-10 11:46:19","104","de","1214978283","2021-02-10 10:06:32","2021-02-10 11:46:19","","5","A1","A2","A3","A4","A4","A5","A4","A4","A2","A1","A2","A2","N","A1","A1","","","","A2","A2","","A2","","","A2","A2","","","","","","","A6","Y","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A2","","","A1","A1","A1","","","","","","","","","A1","","","","","","","A6","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A6","A3","A2","A3","A3","A2","A2","A2","A2","A3","A2","A2","25","","","","Y","","4","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612953979  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"138","2021-02-11 15:46:00","103","de","","2021-02-10 10:06:00","2021-02-10 10:26:00","","3","A4","A2","A3","A3","A4","A2","A2","A2","A5","A4","A4","A4","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A4","Y","A1","A2","","","","","A2","","","","","","","","A2","","","A1","A2","","","","","","A2","","","A2","","","","A2","","A1","","","A1","A1","","","","","","","","A3","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A1","A3","A2","A3","A2","A3","A3","A2","A2","A2","A2","30","","Y","Y","Y","","1","11","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949175  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"140","2021-02-10 11:02:07","104","de","491059028","2021-02-10 10:10:02","2021-02-10 11:02:07","","2-3","A1","A4","A2","A3","A1","A1","A1","A3","A3","A2","A3","A2","N","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A4","N","A1","A2","","","","","A2","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","N","A2","A1","A1","","","","","","","","","","","","","","","","","","A5","A1","A2","A2","A3","A2","A4","A3","A3","A3","A2","A2","67","","","","Y","","","2.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612951327  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"143","2021-02-10 13:58:01","104","de","14720280","2021-02-10 10:11:28","2021-02-10 13:58:01","","5","A3","A2","A2","A3","A4","A3","A2","A3","A4","A4","A4","A4","Y","A2","","","A2","","","","","A2","","","A2","A2","","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A2","A4","A3","A2","A4","A2","A4","A3","A1","26","","Y","Y","Y","","6","6","A1","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612961881  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"144","2021-02-10 10:41:36","104","de","2133975759","2021-02-10 10:13:54","2021-02-10 10:41:36","","3","A2","A2","A4","A4","A3","A3","A3","A2","A5","A5","A5","A5","N","A1","A1","","","","A1","","A1","","","","","","","A1","","","","","A7","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A7","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A7","A3","A3","A3","A5","A4","A5","A5","A4","A5","A4","A1","22","","","","Y","","5","1","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950096  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"146","2021-02-10 10:30:05","104","de","970750055","2021-02-10 10:15:07","2021-02-10 10:30:05","","7","A1","A2","A4","A5","A4","A3","A4","A3","A4","A3","A4","A4","Y","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A2","N","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A1","A3","A3","A1","A3","A3","A4","A2","A3","A3","A3","A2","25","","","Y","Y","","3","2","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949405  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"148","2021-02-10 10:32:05","104","de","1142240229","2021-02-10 10:17:59","2021-02-10 10:32:05","","3","A4","A4","A3","A4","A2","A3","A3","A3","A4","A4","A4","A4","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A5","Y","A1","A1","A1","","","","","A1","","","","","","","","","","","","","","A2","","A1","","A2","","","","","","","","","","A1","","A2","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A3","A2","A5","A5","A4","A2","A4","A5","A3","A1","36","","Y","Y","Y","","5","11","A29","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949525  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"149","2021-02-10 10:46:51","104","de","332226824","2021-02-10 10:18:17","2021-02-10 10:46:51","","6","A1","A1","A2","A2","A4","A5","A2","A1","A5","A4","A5","A4","N","A1","A2","A1","","A1","","","","","","","","","","","A1","","","","A2","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A1","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A1","A3","A1","A3","A2","A3","A1","A1","A2","21","","","Y","","","","21","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950411  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"150","2021-02-10 11:08:41","104","de","1612234744","2021-02-10 10:18:19","2021-02-10 11:08:41","","2","A2","A3","A3","A3","A4","A4","A4","A2","A5","A5","A5","A4","N","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A2","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A1","A2","A2","A1","A1","A1","A2","A2","A2","A1","27","","","Y","Y","","1","5","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612951721  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"151","2021-02-10 10:52:59","104","de","1160210328","2021-02-10 10:22:30","2021-02-10 10:52:59","","2","A3","A2","A3","A1","A4","A2","A4","A3","A2","A2","A3","A3","N","A1","A2","A1","","A2","","","","","","","","A2","","","","","","","A2","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A6","A3","A3","A3","A3","A2","A2","A2","A4","A3","A2","A2","23","","","","Y","","15","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950779  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"152","2021-02-10 10:54:56","104","de","1994036974","2021-02-10 10:24:23","2021-02-10 10:54:56","","2","A1","A3","A4","A2","A4","A2","A2","A2","A2","A1","A4","A4","N","A2","","","A1","A2","","","","","","","","A2","","","","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A6","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A2","A2","A1","A3","A1","A2","A1","A1","A2","24","","","Y","Y","","","5","A7","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950896  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"155","2021-02-10 10:49:38","104","de","1056790161","2021-02-10 10:27:26","2021-02-10 10:49:38","","7","A2","A2","A4","A5","A2","A2","A4","A4","A4","A4","A4","A5","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A2","A2","A3","A2","A4","A2","A2","A2","22","","","","Y","","4","1","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950578  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
